,title,description,date,type,comp_short,data_exchange,data-price
1106,"Топ-5 событий на СПБ Бирже: камбэк Evergrande, супертайфун и рекорд BYD","«РБК Инвестиции» отобрали пять заметных событий на иностранных биржах, за которыми следили инвесторы. Рассказываем о самых важных историях последних дней на мировых финансовых рынках","01 сен 2023, 19:26",События недели,"['SPBE', 'BRK B', 'AAPL']","['-0.221', '0.757', '0.617']","['181', '362', '189.16']"
1107,Предсказавший кризис 2008-го экономист Рубини допустил новый обвал рынка,"Экономист Нуриэль Рубини допустил возможность падения глобального рынка акций во второй половине 2023 года, если мировая экономика начнет замедляться","01 сен 2023, 18:30",Новости,[],[],[]
1108,В Госдуме заявили о необходимости упростить процедуру IPO,"По мнению главы комитета Госдумы по финансовому рынку Анатолия Аксакова, фондовый рынок в будущем мог бы стать главным источником долгосрочного финансирования российской экономики","01 сен 2023, 16:35",Новости,"['IMOEX', 'RTSI', 'WUSH', 'CARM']","['0.104', '-0.353', '0.484', '-0.106']","['3231.35', '1055.43', '242.81', '2.823']"
1109,ЦБ не ведет переговоров с Западом об обмене заблокированными активами,Глава Банка России Эльвира Набиуллина рассказала об отсутствии переговоров с иностранными регуляторами и контрагентами по вопросу заблокированных активов российских инвесторов,"01 сен 2023, 15:10",Новости,['IMOEX'],['0.104'],['3231.35']
1110,Цена нефти Brent впервые за три недели превысила $88 за баррель,"Цены на сырье восстанавливаются на фоне ожиданий того, что Россия и Саудовская Аравия продлят добровольное сокращение добычи нефти","01 сен 2023, 14:31",Новости,"['BRENT', 'LKOH', 'ROSN', 'BANE', 'NKNC', 'RNFT', 'SIBN', 'TATN', 'SNGS']","['2.138', '-0.161', '0.539', '1.448', '-0.263', '-1.871', '1.481', '0.474', '0.223']","['88.38', '6819', '559.15', '1926.5', '132.5', '178.3', '661.4', '593', '31.41']"
1111,Бумаги «Транснефти» подорожали на ожиданиях дробления акций в 100 раз,"Совет директоров «Транснефти» может в сентябре рассмотреть вопрос о дроблении акций компании, узнал «Интерфакс». Бумаги отреагировали резким ростом","01 сен 2023, 11:39",Новости,['TRNFP'],['3.839'],['1379.5']
1112,«Цифра брокер» принудительно сконвертировал остатки в долларах до $10,"В конце июля «Цифра брокер» уже провел принудительную конвертацию — тогда она коснулась остатков в евро, не превышающих €100. Позднее брокер предусмотрел такую же возможность в отношении долларовых счетов до $10","01 сен 2023, 11:30",Новости,"['USD', 'EUR']","['0.04476140609109', '0.36293918062349']","['96.1079', '105.6891']"
1113,Цена нефти Brent превысила $87 за баррель впервые с 11 августа,Нефтяные котировки растут на фоне перспективы продления добровольных ограничений добычи нефти со стороны Саудовской Аравии и России,"01 сен 2023, 10:36",Новости,"['BRENT', 'ROSN', 'LKOH']","['2.138', '0.539', '-0.161']","['88.38', '559.15', '6819']"
1114,"Торги на СПБ Бирже, индекс Мосбиржи, обвал цен на газ: дайджест","1 сентября СПБ Биржа не будет торговать гонконгскими акциями. Индекс Мосбиржи закрылся в плюсе восьмой месяц подряд — это новый рекорд. Цены на газ в Европе упали на 11%. События, которые влияют на рынок","01 сен 2023, 08:58",События дня,"['ROSN', 'PHOR', 'MGNT', 'SMLT', 'GAZP', 'LKOH']","['0.539', '-1.326', '-0.033', '-0.65717415115005', '0.129', '-0.161']","['559.15', '7217', '6078', '1814', '178.22', '6819']"
1115,Брокер «Сбера» запустит направление «детских» инвестиций,Несовершеннолетние клиенты «Сбера» в 2024 году смогут инвестировать с использованием брокерских и обезличенных металлических счетов. Доступ к рискованным инструментам будет ограничен,"01 сен 2023, 08:30",Новости,['SBER'],['0.057'],['265']
1116,Аналитики ПСБ назвали самые перспективные акции сентября,В Промсвязьбанке назвали самые перспективные акции российских компаний для покупки в сентябре на среднесрочную перспективу. Аналитики отметили бумаги с потенциалом роста до 39%,"31 авг 2023, 21:29",Новости,"['IMOEX', 'RTSI', 'POSI', 'AFKS']","['0.477', '0.676', '0.904', '0.967']","['3227.99', '1059.17', '2343', '18.385']"
1117,Август 2023 года стал пятым по глубине падения рубля с дефолта 1998-го,Август — традиционно сложный месяц для рубля. «РБК Инвестиции» выгрузили исторические данные с 1998 года. За последние 26 лет наблюдений (с 1998 по 2023 год) курс доллара укреплялся в августе 19 раз,"31 авг 2023, 20:10",Курсы валют,"['USD/RUB', 'EUR/RUB', 'CNY/RUB', 'HKD/RUB', 'UZS/RUB', 'KZT/RUB']","['-0.203', '-1.14', '0.34067181948057', '-1.092', '', '-1.675']","['96.025', '104.085', '13.696', '12.588', '65.5', '20.99']"
1118,Аналитики SberCIB впервые добавили акции «Сбера» в подборку топ-акций,"Аналитики SberCIB обновили список фаворитов на российском рынке акций. В список самых перспективных акций добавлены три новые бумаги, в том числе обыкновенные акции «Сбера»","31 авг 2023, 17:54",Новости,"['IMOEX', 'SBER', 'MOEX', 'CHMF', 'LKOH', 'TRNFP', 'MGNT']","['0.477', '0.057', '1.479', '3.061', '-0.102', '4.689', '2.435']","['3227.99', '264.85', '172.25', '1427.4', '6830', '1328.5', '6080']"
1119,«Газпромбанк Инвестиции» изучили портфели квалифицированных инвесторов,"Самым популярным активом в портфеле квалифицированных инвесторов «Газпромбанк Инвестиции» назвали облигации. Бонды значительно опережают акции, которые занимают второе место в этом рейтинге","31 авг 2023, 15:25",Новости,"['IMOEX', 'RTSI', 'USD/RUB', 'CNY/RUB']","['0.477', '0.676', '-0.203', '0.34067181948057']","['3227.99', '1059.17', '96.025', '13.696']"
1120,В SberCIB заявили о рисках для рубля из-за выкупа бумаг у иностранцев,"В SberCIB увидели риски для курса рубля из-за выкупа акций у иностранных инвесторов. Такие сделки могут вызвать ожидания большего оттока капитала, считают аналитики","31 авг 2023, 14:29",Новости,"['USD/RUB', 'EUR/RUB', 'CNY/RUB', 'KZT/RUB', 'UZS/RUB', 'HKD/RUB', 'SBER']","['-0.203', '-1.14', '0.34067181948057', '-1.675', '', '-1.092', '0.057']","['96.025', '104.085', '13.696', '20.99', '65.5', '12.588', '264.85']"
1121,Бумаги «Мать и дитя» прибавили 5% на решении акционеров о «переезде» в РФ,"На внеочередном собрании акционеры компании MD Medical, управляющей сетью клиник «Мать и дитя», одобрили редомициляцию с Кипра в специальный административный район (САР) острова Октябрьский в Калининградской области","31 авг 2023, 13:23",Новости,['MDMG'],['11.439'],['945']
1122,ВТБ за семь месяцев заработал более 80% от ожидаемой прибыли за год,ВТБ подтвердил прогноз по чистой прибыли примерно в ₽400 млрд. Но с сентября давление на прибыль банка будет оказывать внеплановое повышение ставки до 12%,"31 авг 2023, 11:49",Новости,"['VTBR', 'SBER', 'SBERP', 'BSPB', 'BSPBP']","['2.58', '0.057', '0.189', '0.637', '-0.532']","['144.125', '264.85', '264.75', '288.93', '74.85']"
1123,Индекс Мосбиржи обновил максимум с февраля 2022 года,"В случае закрепления выше 3200 пунктов индекс Мосбиржи может продолжить движение к отметке 3400 пунктов, полагают аналитики. Но есть также риски, что на рынке могут перейти к фиксации прибыли","31 авг 2023, 10:55",Новости,"['IMOEX', 'RTSI', 'BRENT', 'USD/RUB', 'EUR/RUB', 'CNY/RUB']","['0.477', '0.676', '1.027', '-0.203', '-1.14', '0.34067181948057']","['3227.99', '1059.17', '86.53', '96.025', '104.085', '13.696']"
1124,Акции Baidu выросли после запуска своего аналога чат-бота ChatGPT,"Компания начала тестировать чат-бот Ernie еще в марте, но тогда воспользоваться разработкой могли ограниченное количество пользователей. Теперь же Ernie стал доступен всем желающим","31 авг 2023, 09:35",Новости,"['BIDU', 'MSFT', 'GOOGL', 'NVDA', '9988']","['-1.721', '-0.292', '0.206', '-0.496', '-1.093']","['142.8', '327.92', '136.28', '491.55', '90.5']"
1125,"Индекс Мосбиржи, дивиденды «ФосАгро»: дайджест инвестора","Индекс Мосбиржи остановился возле двухнедельных максимумов. Эксперты ожидают дальнейшего роста. Совет директоров «ФосАгро» рекомендовал дивиденды в размере ₽126 на акцию. События, которые влияют на рынок","31 авг 2023, 09:06",События дня,"['ROSN', 'PHOR', 'MGNT', 'SMLT', 'GAZP', 'LKOH']","['-0.135', '-0.571', '2.435', '-0.288', '0.293', '-0.102']","['556.15', '7314', '6080', '3805', '177.99', '6830']"
1126,Доходность облигаций «М.Видео» выше 20%. Почему инвесторы их распродают,"Ретейлер сообщил в отчетности, что не выполнил ряд условий по банковским кредитам. Кроме того, на фоне роста задолженности «М.Видео» инвесторы начали опасаться кризиса ликвидности в компании","30 авг 2023, 21:22",Новости,['MVID'],['-4.068'],['198.1']
1127,Курс евро превысил ₽105 впервые с 16 августа,"За день евро подорожал почти на ₽2, доллар — почти на ₽1. По мнению экспертов, помимо сохраняющегося дисбаланса спроса и предложения, причиной ослабления рубля являются действия спекулянтов","30 авг 2023, 16:31",Курсы валют,"['EUR/RUB', 'EUR/USD', 'USD/RUB', 'CNY/RUB']","['1.592', '1.113', '0.799', '0.58']","['105.285', '1.0946', '96.22', '13.17']"
1128,Цены на алюминий упали на 40% по сравнению с максимумом 2022 года,"Биржевые цены на алюминий упали из-за ослабления экономики в Европе и США, а также низкого спроса со стороны строительного сектора в Китае. Металл подешевел на 40% по сравнению с прошлогодним максимумом","30 авг 2023, 16:04",Новости,"['RUAL', 'GMKN', 'GOLD', 'Silver', 'Platinum']","['-0.458', '0.313', '0.271', '0.161', '-0.365']","['41.31', '166.8', '1959', '24.95', '983.9']"
1129,«Тинькофф Страхование» получила от Бельгии отказ в разблокировке активов,При этом ответа на заявку о разблокировке активов «Тинькофф Инвестиций» и клиентов брокера по-прежнему нет,"30 авг 2023, 13:44",Новости,[],[],[]
1130,Российский инвестор вывел из Euroclear разблокированные активы на $2 млн,"Юридическая фирма NSP сообщила о том, что один из ее клиентов совершил перевод активов из российского депозитария в европейский. Этот перевод стал возможным благодаря ранее полученному разрешению от регуляторов ЕС","30 авг 2023, 13:34",Новости,['IMOEX'],['0.041'],['3212.68']
1131,Цена нефти Brent превысила $86 за баррель впервые с 15 августа,"Нефтяные котировки растут на фоне сообщений об урагане, надвигающемся на нефтяные месторождения в Мексиканском заливе","30 авг 2023, 13:28",Новости,"['BRENT', 'ROSN', 'LKOH']","['1.05', '-0.251', '0.848']","['85.65', '556.9', '6837']"
1132,Morgan Stanley допустил рост индекса S&P 500 к 5000 пунктам к концу года,"В Morgan Stanley прогнозируют сильный четвертый квартал для американского рынка акций. По мнению аналитиков, рынок поддержат рост корпоративных доходов и расходы на инфраструктуру в США","30 авг 2023, 13:16",Новости,"['EUR/USD', 'AAPL', 'AMZN', 'TSLA', 'MS', 'GOOGL']","['1.113', '1.713', '0.111', '-0.137', '-0.339', '0.86']","['1.0946', '187.61', '135.15', '256', '85.26', '136']"
1133,«Синара» спрогнозировала снижение курса доллара до ₽85–90,"Способствовать снижению курса доллара будут такие факторы, как улучшение ситуации на нефтяном рынке, увеличение продаж валютной выручки экспортерами, сокращение импорта и снижение активности спекулянтов","30 авг 2023, 13:06",Курсы валют,"['USD/RUB', 'CNY/RUB', 'EUR/RUB', 'KZT/RUB', 'HKD/RUB']","['0.799', '0.58', '1.592', '2.251', '0.96']","['96.22', '13.17', '105.285', '21.3475', '12.727']"
1134,Акции «Магнита» останутся в базе расчетов индексов Мосбиржи и РТС,"Но акции по-прежнему будут и в листе ожидания на исключение из индексов. С 22 сентября в состав индекса Мосбиржи и индекса РТС войдут бумаги «Группы Позитив», QIWI, «Юнипро» и «Селигдара», а ГДР Fix Price будут исключены","30 авг 2023, 10:34",Новости,"['MGNT', 'SELG', 'POSI', 'UPRO', 'QIWI']","['-0.711', '0.333', '1.265', '8.062', '-3.6511156186613']","['5935.5', '87.3', '2322', '2.359', '190']"
1135,Отчетности «Роснефти» и «ФосАгро»: дайджест,"Чистая прибыль «Роснефти» во втором квартале составила ₽329 млрд, в целом за полугодие показатель вырос на 45%. Чистая прибыль «ФосАгро» в минувшем квартале упала более чем на 80%. События, которые влияют на рынок","30 авг 2023, 09:25",События дня,"['ROSN', 'PHOR', 'MGNT', 'SMLT', 'GAZP', 'LKOH']","['-0.251', '-1.828', '-0.711', '-0.806', '-0.683', '0.848']","['556.9', '7356', '5935.5', '3816', '177.47', '6837']"
1136,"Чистая прибыль «Газпрома» за первое полугодие упала в 8,5 раза","В «Газпроме» отметили, что на этот показатель во многом повлияли курсовые разницы по финансовым статьям. При этом дивидендная база за шесть месяцев 2023 года составила ₽618 млрд","29 авг 2023, 21:39",Новости,"['GAZP', 'SIBN', 'LKOH', 'ROSN']","['1.413', '-0.809', '1.764', '2.337']","['178.69', '655.75', '6779.5', '558.3']"
1137,"Чистая прибыль СПБ Биржи за первое полугодие сократилась на 19,6%","СПБ Биржа за первое полугодие заработала ₽619,95 млн чистой прибыли по МСФО","29 авг 2023, 20:15",Новости,"['SPBE', 'MOEX']","['-0.38', '1.12']","['183.3', '162.45']"
1138,Экзотика с расчетом в рублях: стоит ли покупать облигации в дирхамах,«Русал» разместит выпуск облигаций в дирхамах 8 сентября. Это первое размещение в валюте ОАЭ на российском рынке. Эксперты называют его интересным и даже пророчат ему успех. Но к доходности есть вопросы,"29 авг 2023, 19:01",Что это значит,"['RUAL', 'IFX-Cbonds']","['-0.718', '-0.056']","['41.5', '864.2047']"
1139,"«Аэрофлот» сообщил об убытке в ₽55,5 млрд по итогам второго квартала",Давление на результаты авиаперевозчика оказали рост затрат на обслуживание и топливо и ослабление рубля,"29 авг 2023, 18:30",Новости,['AFLT'],['-0.893'],['44.38']
1140,TCS Group сообщила о росте чистой прибыли за полугодие в 8 раз,"Чистая прибыль головной компании Тинькофф Банка по итогам второго квартала 2023 года выросла до ₽20,4 млрд. За полгода TCS Group заработала в общей сложности ₽36,6 млрд чистой прибыли","29 авг 2023, 16:22",Новости,"['TCSG', 'IMOEX', 'RTSI', 'SBER', 'VTBR', 'ROSB']","['-0.446', '0.395', '0.19', '-0.468', '-0.686', '0.19']","['3568.5', '3211.36', '1059.98', '265.68', '141.2', '105.6']"
1141,IPO сырьевой компании из Индонезии назвали самым успешным в 2023 году,"С момента дебюта на Индонезийской фондовой бирже 7 июля акции компании выросли на 156,16%. Размещение акций Amman Mineral также стало крупнейшим в Азии за пределами материкового Китая в 2023 году","29 авг 2023, 16:12",Новости,"['GS', 'AA']","['2.041', '3.823']","['332.55', '29.6']"
1142,Курс евро превысил ₽104 в первый раз с 16 августа,Рубль постепенно слабеет по отношению к доллару и евро после завершения налогового периода,"29 авг 2023, 15:23",Курсы валют,"['EUR/RUB', 'EUR/USD', 'USD/RUB', 'CNY/RUB']","['0.436', '0.005', '0.155', '0.276']","['103.635', '1.08255', '95.4575', '13.094']"
1143,Курс доллара превысил ₽96 впервые с середины августа,"За последние шесть торговых сессий доллар подорожал более чем на ₽2 — несмотря на поддержку, которую оказывал рублю налоговый период","29 авг 2023, 13:51",Курсы валют,"['USD/RUB', 'EUR/USD', 'EUR/RUB']","['0.155', '0.005', '0.436']","['95.4575', '1.08255', '103.635']"
1144,Акции ОАК взлетели на 45% на фоне полета импортозамещенного «Суперджета»,"В Минпромторге рассказали РБК, что в ходе испытаний были подтверждены стабильная работа всех российских систем, управляемость и устойчивость самолета в воздухе","29 авг 2023, 12:55",Новости,"['UNAC', 'AFLT', 'UTAR']","['35.211', '-0.893', '-1.106']","['2.4', '44.38', '18.78']"
1145,Акции Globaltrans упали на 4% после публикации финансового отчета,"Выплаты дивидендов по-прежнему приостановлены из-за технических ограничений. В документе также говорится, что после редомициляции на рынок Абу-Даби компания сохранит листинг на Мосбирже и LSE","29 авг 2023, 11:31",Новости,"['GLTR', 'VKCO']","['-3.136', '-0.816']","['716.6', '729']"
1146,Набсовет АЛРОСА рекомендовал дивиденды за полугодие с доходностью выше 4%,"Дивдоходность с учетом цены закрытия торгов 28 августа достигает 4,4%. Ожидаемая выплата оказалась выше базовых прогнозов аналитиков","29 авг 2023, 10:22",Новости,"['ALRS', 'PLZL', 'GMKN', 'RUAL']","['-2.219', '-0.63', '-0.906', '-0.718']","['82.85', '11674', '166.28', '41.5']"
1147,"Индекс Мосбиржи выше 3200 пунктов, отчеты TCS Group и «Полюса»: дайджест","Индекс Мосбиржи впервые с середины августа поднялся выше 3200 пунктов. «Полюс» представит операционные и финансовые результаты за полугодие. TCS Group опубликует отчет по МСФО за квартал. События, которые влияют на рынок","29 авг 2023, 09:20",События дня,"['IMOEX', 'PLZL', 'TCSG', 'AFLT', 'SGZH', 'SMLT', 'HYDR', 'AFKS']","['0.395', '-0.63', '-0.446', '-0.893', '-2.414', '-0.414', '-1.156', '-0.983']","['3211.36', '11674', '3568.5', '44.38', '5.943', '3847', '0.9151', '18.125']"
1148,Индекс Мосбиржи превысил 3200 пунктов впервые с середины августа,"Индекс Мосбиржи продолжил рост на фоне стабильной ситуации на валютном рынке, роста нефтяных котировок и сезона корпоративной отчетности","28 авг 2023, 18:50",Новости,"['IMOEX', 'MOEX', 'RTSI', 'GAZP', 'SBER']","['1.311', '3.512', '1.354', '0.859', '2.468']","['3198.72', '160.65', '1057.97', '176.2', '266.93']"
1149,В «БКС Мир инвестиций» назвали топ-5 бумаг для среднесрочных инвесторов,"Потенциал роста каждой из них превышает 15%. При этом акции одной крупной добывающей компании, согласно прогнозу, могут подорожать более чем на 60% в течение года","28 авг 2023, 18:49",Новости,"['SBER', 'LKOH', 'RUAL', 'CHMF']","['2.468', '1.462', '1.555', '1.868']","['266.93', '6662', '41.8', '1385.4']"
1150,«Альфа-Инвестиции» назвали дивидендных фаворитов осени,"На российском рынке акций все еще остались бумаги, которые можно купить под дивидендные выплаты с горизонтом до конца 2023 года. Аналитики «Альфа-Инвестиций» отобрали самые перспективные дивидендные истории","28 авг 2023, 17:30",Новости,"['LKOH', 'ROSN', 'IMOEX', 'RTSI', 'ALRS']","['1.462', '1.243', '1.311', '1.354', '0.047']","['6662', '545.55', '3198.72', '1057.97', '84.73']"
1151,Газ в Европе подорожал на 10% на фоне проблем в Норвегии и Австралии,Котировки растут на фоне сокращения поставок из Норвегии и риска начала забастовок на СПГ-проектах Chevron в Австралии,"28 авг 2023, 17:10",Новости,"['BRENT', 'LKOH', 'ROSN', 'GAZP', 'SNGSP', 'SNGS']","['0.464', '1.462', '1.243', '0.859', '1.841', '1.344']","['84.4', '6662', '545.55', '176.2', '49.795', '30.92']"
1152,Эксперты предсказали рекордные дивиденды по акциям «Совкомфлота»,"«Совкомфлот» в первом полугодии получил скорректированную чистую прибыль ₽42,7 млрд. Это в два раза больше, чем по итогам 2022 года. Эксперты ожидают, что в 2023 году компания может выплатить дивиденды с доходностью 14%","28 авг 2023, 15:30",Новости,"['FLOT', 'IMOEX']","['-0.86', '1.311']","['114.16', '3198.72']"
1153,В ГТЛК заявили о планах заместить все евробонды до конца 2023 года,"Первый заместитель гендиректора ГТЛК Михаил Кадочников заявил, что компания заместит шесть выпусков еврооблигаций, размещенных компаниями GTLK Europe DAC и GTLK Europe Capital DAC","28 авг 2023, 14:23",Новости,['IMOEX'],['1.311'],['3198.72']
1154,«Софтлайн» назвала дату начала торгов акциями на Мосбирже и СПБ Бирже,Начало торгов запланировано на 26 сентября. С 28 августа по 22 сентября владельцы ГДР Noventiq могут подать заявки на обмен расписок на акции «Софтлайн»,"28 авг 2023, 11:07",Новости,"['SFTL', 'YDEX', 'VKCO', 'HEAD']","['4.302', '0.808', '1.379', '10.255']","['240', '2670', '735', '4107']"
1155,Акции Whoosh подорожали на 5% после выхода полугодового отчета,Котировки оператора аренды электросамокатов Whoosh выросли после выхода полугодового отчета. Чистая прибыль компании взлетела на 228% по сравнению с аналогичным периодом прошлого года,"28 авг 2023, 10:19",Новости,['WUSH'],['0.232'],['259.6']
1156,Акции китайской Evergrande рухнули на 87% после возобновления торгов,Торги бумагами Evergrande были приостановлены в марте 2022 года. В первый день после возобновления торгов котировки Evergrande рухнули,"28 авг 2023, 10:11",Новости,"['PIKK', 'SMLT', 'ETLN', 'LSRG']","['1.725', '1.311', '0.236', '3.508']","['855', '3863', '93.42', '773']"
1157,"Отчет Whoosh, дивиденды АЛРОСА, режим торгов на СПБ Бирже: дайджест","Whoosh представит финансовые результаты за первое полугодие. АЛРОСА может опубликовать рекомендацию совета директоров по дивидендам. СПБ Биржа увеличит время торгов гонконгскими акциями. События, которые влияют на рынок","28 авг 2023, 08:52",События дня,"['ALRS', 'WUSH', 'SPBE']","['0.047', '0.232', '1.601']","['84.73', '259.6', '184']"
1158,НРД разработал аналог СБП для перевода ценных бумаг между брокерами,"По мнению главы НРД Виктора Жидкова, сервис позволит за несколько кликов в брокерском приложении перевести бумаги от одного профучастника к другому. Топ-менеджер сравнил это с системой быстрых платежей у банков","28 авг 2023, 00:00",Новости,"['IMOEX', 'RTSI']","['1.311', '1.354']","['3198.72', '1057.97']"
1159,Мосбиржа создаст платформу для pre-IPO до конца года,"В апреле Мосбиржа уже запустила площадку для внебиржевых торгов акциями российских компаний, у которых нет листинга. После этого площадка стала получать запросы на привлечение акционерного капитала на ранних стадиях","28 авг 2023, 00:00",Новости,"['MOEX', 'IMOEX', 'RTSI']","['3.512', '1.311', '1.354']","['160.65', '3198.72', '1057.97']"
1160,В сентябре Мосбиржа запустит вечный фьючерс на свой основной бенчмарк,"Московская биржа продолжит расширять линейку фьючерсов, не имеющих экспирации. Согласно статистике торговой площадки, вечный фьючерс на пару доллар-рубль вошел в топ-10 самых популярных контрактов в августе","28 авг 2023, 00:00",Новости,"['IMOEX', 'MOEX']","['1.311', '3.512']","['3198.72', '160.65']"
1161,Платформа «Финуслуги» предложит внебиржевые корпоративные облигации и ЦФА,"Московская биржа анонсировала ряд новых продуктов на финансовой платформе «Финуслуги»: в их числе новые выпуски облигаций регионов для населения, первый выпуск внебиржевых корпоративных облигаций и ЦФА","28 авг 2023, 00:00",Новости,['IMOEX'],['1.311'],['3198.72']
1162,Курс доллара удалось сбить ниже ₽100: что будет с рублем в сентябре,"Курс доллара стабилизировался после резкого повышения ставки ЦБ до 12%, однако меры валютного контроля так и не были приняты. «РБК Инвестиции» выяснили, что будет со ставкой и сможет ли монетарная политика помочь рублю","27 авг 2023, 09:00",Курсы валют,"['USD', 'USD/RUB', 'CNY/RUB', 'EUR/RUB', 'KZT/RUB', 'UZS/RUB', 'HKD/RUB']","['0.04476140609109', '', '0.34067181948057', '', '0.34086605226613', '', '']","['96.1079', '0', '13.696', '0', '19.87', '65.5', '0']"
1163,Ключевая ставка 12%. Названы 3 акции с доходностью по дивидендам еще выше,"Рост ключевой ставки снижает привлекательность акций относительно растущей доходности инструментов долгового рынка. «РБК Инвестиции» выяснили у экспертов, какие акции покажут наибольшую дивидендную доходность","26 авг 2023, 09:00",Новости,['IMOEX'],['-1.2957390877107'],['2752.24']
1164,Курс доллара с поставкой «сегодня» взлетел выше ₽100 и вернулся назад,"В паре доллар/рубль расчетами «сегодня» произошел стремительный рост более чем на ₽7, а потом такой же отскок обратно. Доллар стал стоить дороже ₽100 впервые с 14 августа — за день до резкого повышения ставки","25 авг 2023, 20:06",Курсы валют,"['USD/RUB', 'EUR/USD', 'EUR/RUB']","['0.582', '-0.139', '0.358']","['95.4175', '1.081', '103.0175']"
1165,"Топ событий на СПБ Бирже: рекорд NVIDIA, разблокировка активов и IPO ARM","«РБК Инвестиции» отобрали пять заметных событий на иностранных биржах, за которыми следили инвесторы. Рассказываем о самых важных историях последних дней на мировых финансовых рынках","25 авг 2023, 19:28",События недели,"['SPBE', 'AAPL']","['-0.713', '1.329']","['181.1', '178.4']"
1166,Рынок США упал на фоне заявлений Джерома Пауэлла в Джексон-Хоуле,"Председатель ФРС Джером Пауэлл выступил на ежегодном экономическом симпозиуме в Джексон-Хоуле. Регулятор готов и дальше повышать процентные ставки, если это будет необходимо, сообщил глава ФРС","25 авг 2023, 18:20",Новости,"['EUR/USD', 'AAPL', 'AMZN', 'TSLA']","['-0.139', '1.329', '1.208', '3.745']","['1.081', '178.4', '133.26', '238.82']"
1167,"Совет директоров НОВАТЭКа рекомендовал дивиденды в размере ₽34,5 на акцию","Всего на выплату дивидендов компания направит ₽104,75 млрд. Окончательное решение по дивидендным выплатам будет принято на внеочередном собрании акционеров 29 сентября","25 авг 2023, 16:38",Инвестидеи,"['NVTK', 'GAZP', 'SNGS']","['0.108', '-0.154', '-0.278']","['1676.2', '174.7', '30.51']"
1168,Курс доллара превысил ₽95 впервые с середины августа,"Несмотря на укрепление доллара, эксперты ожидают, что рубль получит поддержку. Традиционно в конце месяца экспортеры продают доллары, чтобы сделать рублевые платежи в бюджет","25 авг 2023, 16:16",Курсы валют,"['USD/RUB', 'EUR/USD', 'EUR/RUB']","['0.582', '-0.139', '0.358']","['95.4175', '1.081', '103.0175']"
1169,Эксперт JPMorgan предсказал падение фондового рынка до конца 2023 года,"Стратег JPMorgan Дубравко Лакос предупредил инвесторов о наиболее важных факторах, которые, по его мнению, будут оказывать влияние на рынок, и заявил, что не ожидает смягчения риторики ФРС США","25 авг 2023, 15:10",Новости,[],[],[]
1170,Трейдеры отказались верить в «медвежьи» прогнозы аналитиков по курсу юаня,"В частности, в Bank of America прогнозируют, что к концу года доллар подорожает до ¥7,7. Но на рынке опционов оценивают вероятность такого сценария всего лишь в 0,2%","25 авг 2023, 11:56",Новости,"['CNY/RUB', 'CNY', 'USD/RUB', 'EUR/USD', 'EUR/RUB']","['0.594', '0.20142101418801', '0.582', '-0.139', '0.358']","['13.049', '13.581', '95.4175', '1.081', '103.0175']"
1171,Выступление главы ФРС в Джексон-Хоуле и дивиденды НОВАТЭКа: дайджест,"Совет директоров НОВАТЭКа обсудит выплату дивидендов за первое полугодие. Глава ФРС США Джером Пауэлл выступит на симпозиуме в Джексон-Хоуле, рынок будет искать сигналы по будущей ДКП. События, которые влияют на рынок","25 авг 2023, 09:06",События дня,"['NVTK', 'USD/RUB', 'EUR/USD', 'ALRS', 'RENI']","['0.108', '0.582', '-0.139', '-0.482', '0.018']","['1676.2', '95.4175', '1.081', '84.69', '113.28']"
1172,Акции Globaltruck за три дня подорожали на 25% без видимых причин,Бумаги автомобильного грузоперевозчика Globaltruck оказались среди лидеров в транспортном секторе. При этом каких-либо существенных корпоративных новостей не выходило. Всего с начала года бумаги прибавили 491%,"24 авг 2023, 20:15",Новости,"['GTRK', 'GLTR', 'FESH', 'NMTP']","['9.916', '3.324', '2.101', '-0.132']","['299.85', '702.55', '114.22', '15.135']"
1173,S&P поставило рейтинг Freedom Holding на пересмотр с негативным прогнозом,S&P Global Ratings подтвердило рейтинги Freedom Holding и ее дочерних компаний. Однако агентство предупредило о возможности пересмотра рейтингов в течение следующих 90 дней,"24 авг 2023, 16:15",Новости,"['IMOEX', 'RTSI']","['-0.281', '-0.727']","['3137.37', '1043.51']"
1174,Турецкая лира подорожала после повышения ставки ЦБ до 25%,"Курс турецкой лиры вырос после решения Центробанка Турции повысить ставку сразу на 750 б.п. — до 25%. Большинство аналитиков, опрошенных Bloomberg, прогнозировали повышение лишь до 20%","24 авг 2023, 14:27",Новости,"['USD/RUB', 'EUR/RUB', 'CNY/RUB', 'EUR/USD']","['0.642', '0.129', '0.566', '-0.386']","['94.865', '102.65', '12.972', '1.0825']"
1175,На Уолл-стрит заявили об окончании «золотого века инвестирования»,"Почетный председатель Evercore ISI Ральф Шлосштейн считает, что в ближайшие несколько десятилетий основным способом получения прибыли будут акции. Однако, по его словам, получить прибыль на рынке будет намного сложнее","24 авг 2023, 13:17",Новости,[],[],[]
1176,Цены на газ в Европе рухнули на 20% на фоне снижения рисков в Австралии,"Биржевые цены на газ в Европе снизились на фоне вероятного отказа работников Woodside Energy Group, которая владеет крупнейшим в Австралии заводом по производству СПГ, от идеи устроить забастовку","24 авг 2023, 11:33",Новости,"['BRENT', 'LKOH', 'ROSN']","['-0.204', '2.324', '0.992']","['83.18', '6561.5', '539.8']"
